github_id,name_with_owner,url,stars,last_crawled
R_kgDOIoAhgw,localsend/localsend,https://github.com/localsend/localsend,70382,2025-11-16 19:45:47.230291
MDEwOlJlcG9zaXRvcnk0MzQ0MTQwMw==,strapi/strapi,https://github.com/strapi/strapi,70375,2025-11-16 19:45:47.230299
MDEwOlJlcG9zaXRvcnkxNjI5OTg0Nzk=,sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,70324,2025-11-16 19:45:47.230306
MDEwOlJlcG9zaXRvcnk3MTU4MzYwMg==,Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,70194,2025-11-16 19:45:47.230313
R_kgDOI2oX4A,Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,69890,2025-11-16 19:45:47.230320
MDEwOlJlcG9zaXRvcnk4MTU5ODk2MQ==,python/cpython,https://github.com/python/cpython,69884,2025-11-16 19:45:47.230328
MDEwOlJlcG9zaXRvcnkzNDA1NDc1MjA=,zed-industries/zed,https://github.com/zed-industries/zed,69838,2025-11-16 19:45:47.230335
MDEwOlJlcG9zaXRvcnkxODYxNDU4,hakimel/reveal.js,https://github.com/hakimel/reveal.js,69838,2025-11-16 19:45:47.230342
R_kgDOJL0ZtQ,binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,69679,2025-11-16 19:45:47.230356
MDEwOlJlcG9zaXRvcnkyMzM1NzU4OA==,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,69622,2025-11-16 19:45:47.230363
MDEwOlJlcG9zaXRvcnkyMjA2NzUyMQ==,ocornut/imgui,https://github.com/ocornut/imgui,69409,2025-11-16 19:45:47.230370
MDEwOlJlcG9zaXRvcnk0NDgzODk0OQ==,swiftlang/swift,https://github.com/swiftlang/swift,69321,2025-11-16 19:45:47.230384
R_kgDOGP67ng,PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,69306,2025-11-16 19:45:47.230391
R_kgDOG-3nPA,openai/openai-cookbook,https://github.com/openai/openai-cookbook,69214,2025-11-16 19:45:47.230399
MDEwOlJlcG9zaXRvcnkzOTQ2NDAxOA==,apache/superset,https://github.com/apache/superset,68994,2025-11-16 19:45:47.230406
R_kgDOI4f-vw,base/node,https://github.com/base/node,68626,2025-11-16 19:45:47.230414
MDEwOlJlcG9zaXRvcnkyMzcxNTk=,expressjs/express,https://github.com/expressjs/express,68203,2025-11-16 19:45:47.230422
MDEwOlJlcG9zaXRvcnkxMzIzMzE1OA==,obsproject/obs-studio,https://github.com/obsproject/obs-studio,68084,2025-11-16 19:45:47.230429
MDEwOlJlcG9zaXRvcnkxMzQwMTcyODY=,jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,68019,2025-11-16 19:45:47.230437
MDEwOlJlcG9zaXRvcnkyOTIwNzYyMQ==,caddyserver/caddy,https://github.com/caddyserver/caddy,67924,2025-11-16 19:45:47.230444
R_kgDOLunVBg,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,67877,2025-11-16 19:45:47.230451
R_kgDOJPJM2Q,twitter/the-algorithm,https://github.com/twitter/the-algorithm,67783,2025-11-16 19:45:47.230458
R_kgDOK4sStA,infiniflow/ragflow,https://github.com/infiniflow/ragflow,67770,2025-11-16 19:45:53.232374
R_kgDOJlox8w,lobehub/lobe-chat,https://github.com/lobehub/lobe-chat,67768,2025-11-16 19:45:53.232393
MDEwOlJlcG9zaXRvcnkyMTkzNTAzMQ==,fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,67760,2025-11-16 19:45:53.232403
R_kgDOJwwGvg,mlabonne/llm-course,https://github.com/mlabonne/llm-course,67492,2025-11-16 19:45:53.232411
MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,Eugeny/tabby,https://github.com/Eugeny/tabby,67190,2025-11-16 19:45:53.232419
MDEwOlJlcG9zaXRvcnkzNjM4OTY0,ansible/ansible,https://github.com/ansible/ansible,67026,2025-11-16 19:45:53.232434
MDEwOlJlcG9zaXRvcnkxNjM4ODMyNzk=,nektos/act,https://github.com/nektos/act,66995,2025-11-16 19:45:53.232442
MDEwOlJlcG9zaXRvcnkzNDgyNTg4,danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,66956,2025-11-16 19:45:53.232449
MDEwOlJlcG9zaXRvcnk4ODQzNjgz,chartjs/Chart.js,https://github.com/chartjs/Chart.js,66769,2025-11-16 19:45:53.232456
MDEwOlJlcG9zaXRvcnkxMTU0Nzg4MjA=,binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,66703,2025-11-16 19:45:53.232465
MDEwOlJlcG9zaXRvcnkzNzc0OTY1NjI=,AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,66515,2025-11-16 19:45:53.232472
R_kgDOIoQaOg,dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,66455,2025-11-16 19:45:53.232480
MDEwOlJlcG9zaXRvcnkxNDczNTA0NjM=,leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,65932,2025-11-16 19:45:53.232494
MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack/webpack,https://github.com/webpack/webpack,65762,2025-11-16 19:45:53.232501
R_kgDOJQK9zA,xtekky/gpt4free,https://github.com/xtekky/gpt4free,65542,2025-11-16 19:45:53.232508
MDEwOlJlcG9zaXRvcnk1MzgwOTA5MA==,juliangarnier/anime,https://github.com/juliangarnier/anime,65235,2025-11-16 19:45:53.232516
MDEwOlJlcG9zaXRvcnkxOTE1Mjk3MzI=,lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,65084,2025-11-16 19:45:53.232524
MDEwOlJlcG9zaXRvcnk5MTg1Nzky,apache/echarts,https://github.com/apache/echarts,65027,2025-11-16 19:45:53.232531
R_kgDOLfkiww,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,65011,2025-11-16 19:45:53.232539
MDEwOlJlcG9zaXRvcnk4MTk3NTM3Mg==,kdn251/interviews,https://github.com/kdn251/interviews,64661,2025-11-16 19:45:53.232546
MDEwOlJlcG9zaXRvcnkyNjY4OTU5OA==,prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,64452,2025-11-16 19:45:53.232554
MDEwOlJlcG9zaXRvcnkxMjA1MzgzMDQ=,kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,64349,2025-11-16 19:45:53.232561
MDEwOlJlcG9zaXRvcnkyOTAwOTE5NDg=,labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,64311,2025-11-16 19:45:53.232568
MDEwOlJlcG9zaXRvcnk2MzQ3NzY2MA==,TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,64244,2025-11-16 19:45:53.232576
MDEwOlJlcG9zaXRvcnk4NDMyMjI=,scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,64039,2025-11-16 19:45:53.232583
MDEwOlJlcG9zaXRvcnkyNjIyOTYxMjI=,PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,63992,2025-11-16 19:45:53.232591
MDEwOlJlcG9zaXRvcnkxODQwODYzNQ==,chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,63890,2025-11-16 19:45:53.232598
MDEwOlJlcG9zaXRvcnkyMTczNzI2Ng==,sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,63695,2025-11-16 19:45:53.232605
MDEwOlJlcG9zaXRvcnkyNjE3ODc3NTg=,bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,63622,2025-11-16 19:45:53.232613
MDEwOlJlcG9zaXRvcnkzMzAxNTU4Mw==,keras-team/keras,https://github.com/keras-team/keras,63559,2025-11-16 19:45:53.232620
R_kgDOI7xefg,vllm-project/vllm,https://github.com/vllm-project/vllm,63180,2025-11-16 19:45:53.232627
MDEwOlJlcG9zaXRvcnk3MTk0ODQ5OA==,localstack/localstack,https://github.com/localstack/localstack,63055,2025-11-16 19:45:53.232634
MDEwOlJlcG9zaXRvcnkxMzM0MzY5,resume/resume.github.com,https://github.com/resume/resume.github.com,62692,2025-11-16 19:45:53.232641
MDEwOlJlcG9zaXRvcnk5NDkxMTE0NQ==,facebook/docusaurus,https://github.com/facebook/docusaurus,62651,2025-11-16 19:45:53.232649
MDEwOlJlcG9zaXRvcnk1NTc5ODA=,socketio/socket.io,https://github.com/socketio/socket.io,62608,2025-11-16 19:45:53.232656
R_kgDOJodxvg,hiyouga/LLaMA-Factory,https://github.com/hiyouga/LLaMA-Factory,62560,2025-11-16 19:45:53.232663
MDEwOlJlcG9zaXRvcnkzMzExMDcwMTg=,FuelLabs/sway,https://github.com/FuelLabs/sway,62099,2025-11-16 19:45:53.232671
MDEwOlJlcG9zaXRvcnkxNzMyMjg0MzY=,NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,62095,2025-11-16 19:45:53.232678
MDEwOlJlcG9zaXRvcnkzNjUzNTE1Ng==,reduxjs/redux,https://github.com/reduxjs/redux,61395,2025-11-16 19:45:53.232685
MDEwOlJlcG9zaXRvcnkzOTU1NjQ3,lodash/lodash,https://github.com/lodash/lodash,61388,2025-11-16 19:45:53.232692
MDEwOlJlcG9zaXRvcnk2ODM4OTIx,prometheus/prometheus,https://github.com/prometheus/prometheus,61308,2025-11-16 19:45:53.232700
MDEwOlJlcG9zaXRvcnk1MTk4MDQ1NQ==,alacritty/alacritty,https://github.com/alacritty/alacritty,61063,2025-11-16 19:45:53.232707
MDEwOlJlcG9zaXRvcnkzMjI4NTA1,atom/atom,https://github.com/atom/atom,60860,2025-11-16 19:45:53.232714
R_kgDOJ7brVg,openinterpreter/open-interpreter,https://github.com/openinterpreter/open-interpreter,60836,2025-11-16 19:45:53.232722
MDEwOlJlcG9zaXRvcnkzNDAyNTM3,h5bp/Front-end-Developer-Interview-Questions,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60696,2025-11-16 19:45:53.232729
MDEwOlJlcG9zaXRvcnk0MjQ4OTgyOQ==,rust-lang/rustlings,https://github.com/rust-lang/rustlings,60649,2025-11-16 19:45:53.232736
MDEwOlJlcG9zaXRvcnkxMjgzOTg2MzY=,xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,60519,2025-11-16 19:45:53.232744
MDEwOlJlcG9zaXRvcnkyNzU3NDQxOA==,ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,60477,2025-11-16 19:45:53.232754
MDEwOlJlcG9zaXRvcnkxNTAxOTk2Mg==,tldr-pages/tldr,https://github.com/tldr-pages/tldr,60086,2025-11-16 19:45:53.232761
MDEwOlJlcG9zaXRvcnk0MzExNzk2,adam-p/markdown-here,https://github.com/adam-p/markdown-here,60080,2025-11-16 19:45:53.232768
MDEwOlJlcG9zaXRvcnkzMzI2MzExOA==,gorhill/uBlock,https://github.com/gorhill/uBlock,59814,2025-11-16 19:45:53.232775
R_kgDOHvxvHg,toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,59789,2025-11-16 19:45:53.232783
MDEwOlJlcG9zaXRvcnkxNjcxNzQ=,jquery/jquery,https://github.com/jquery/jquery,59644,2025-11-16 19:45:53.232790
R_kgDOJ182Uw,FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,59510,2025-11-16 19:45:53.232798
MDEwOlJlcG9zaXRvcnkxMTQ4NzUz,spring-projects/spring-framework,https://github.com/spring-projects/spring-framework,59189,2025-11-16 19:45:53.232805
MDEwOlJlcG9zaXRvcnkyMjgwMTY0NDM=,youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,59181,2025-11-16 19:45:53.232812
MDEwOlJlcG9zaXRvcnk3NjAwNDA5,shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,59117,2025-11-16 19:45:53.232820
MDEwOlJlcG9zaXRvcnk0NjAwNzg=,angular/angular.js,https://github.com/angular/angular.js,58965,2025-11-16 19:45:53.232828
MDEwOlJlcG9zaXRvcnk1Mjk1MDI=,scrapy/scrapy,https://github.com/scrapy/scrapy,58956,2025-11-16 19:45:53.232835
R_kgDOI9q_QQ,meta-llama/llama,https://github.com/meta-llama/llama,58928,2025-11-16 19:45:53.232843
MDEwOlJlcG9zaXRvcnk3NDYyNzYxNw==,commaai/openpilot,https://github.com/commaai/openpilot,58900,2025-11-16 19:45:53.232850
MDEwOlJlcG9zaXRvcnk3MTk5NTkzNw==,nuxt/nuxt,https://github.com/nuxt/nuxt,58851,2025-11-16 19:45:53.232857
MDEwOlJlcG9zaXRvcnkxODg2NjA2NjM=,CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,58848,2025-11-16 19:45:53.232865
MDEwOlJlcG9zaXRvcnkxMDg3NjE2NDU=,nocodb/nocodb,https://github.com/nocodb/nocodb,58735,2025-11-16 19:45:53.232872
MDEwOlJlcG9zaXRvcnk0MjQwODgwNA==,traefik/traefik,https://github.com/traefik/traefik,58313,2025-11-16 19:45:53.232879
MDEwOlJlcG9zaXRvcnkyOTI2MTQ3Mw==,minio/minio,https://github.com/minio/minio,58196,2025-11-16 19:45:53.232889
MDEwOlJlcG9zaXRvcnk5MDUyODgzMA==,Solido/awesome-flutter,https://github.com/Solido/awesome-flutter,57949,2025-11-16 19:45:53.232896
MDEwOlJlcG9zaXRvcnk5MjQ0Mzk4MA==,jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,57884,2025-11-16 19:45:53.232904
MDEwOlJlcG9zaXRvcnk4NTE0,rails/rails,https://github.com/rails/rails,57874,2025-11-16 19:45:53.232911
MDEwOlJlcG9zaXRvcnkyOTA4ODI3ODc=,FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,57459,2025-11-16 19:45:53.232918
MDEwOlJlcG9zaXRvcnkzNjUwMg==,git/git,https://github.com/git/git,57386,2025-11-16 19:45:53.232926
MDEwOlJlcG9zaXRvcnk1MzYzMTk0NQ==,BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,57376,2025-11-16 19:45:53.232933
MDEwOlJlcG9zaXRvcnk0ODY1NTA=,h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57268,2025-11-16 19:45:53.232941
MDEwOlJlcG9zaXRvcnkxMzg1NDc3OTc=,FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,57164,2025-11-16 19:45:53.232948
MDEwOlJlcG9zaXRvcnk2NzcwMjE4NA==,topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,56991,2025-11-16 19:45:53.232956
R_kgDOJd0Akg,zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,56835,2025-11-16 19:45:53.232963
MDEwOlJlcG9zaXRvcnkxMzg4Mzk5Nzk=,scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,56826,2025-11-16 19:45:53.232970
R_kgDOImYX0A,PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,56758,2025-11-16 19:45:53.232980
MDEwOlJlcG9zaXRvcnkyMzE4NjU3MDU=,TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,56667,2025-11-16 19:45:53.232987
MDEwOlJlcG9zaXRvcnk1NDgzMzMw,soimort/you-get,https://github.com/soimort/you-get,56567,2025-11-16 19:45:53.233001
MDEwOlJlcG9zaXRvcnkyNjQ4MTg2ODY=,ultralytics/yolov5,https://github.com/ultralytics/yolov5,56031,2025-11-16 19:45:53.233009
MDEwOlJlcG9zaXRvcnkzNjA0MDg5NA==,gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,55947,2025-11-16 19:45:53.233016
MDEwOlJlcG9zaXRvcnkxOTg3MjQ1Ng==,remix-run/react-router,https://github.com/remix-run/react-router,55926,2025-11-16 19:45:53.233023
R_kgDOL5OWWw,unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,55867,2025-11-16 19:45:53.233031
MDEwOlJlcG9zaXRvcnkxMzA0NjQ5NjE=,sharkdp/bat,https://github.com/sharkdp/bat,55843,2025-11-16 19:45:53.233038
MDEwOlJlcG9zaXRvcnk4Mzg0NDcyMA==,ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,55761,2025-11-16 19:45:53.233046
MDEwOlJlcG9zaXRvcnkxODAzMjg3MTU=,pmndrs/zustand,https://github.com/pmndrs/zustand,55721,2025-11-16 19:45:53.233053
MDEwOlJlcG9zaXRvcnkxMjc0MDc5NTc=,azl397985856/leetcode,https://github.com/azl397985856/leetcode,55714,2025-11-16 19:45:53.233067
R_kgDOMCnLrQ,LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,55606,2025-11-16 19:45:53.233075
R_kgDOJc1_Sg,AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,55033,2025-11-16 19:45:53.233082
MDEwOlJlcG9zaXRvcnkxNjE0NDEw,FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,54825,2025-11-16 19:45:53.233090
MDEwOlJlcG9zaXRvcnkxMTQ3NDcyMjY=,deepfakes/faceswap,https://github.com/deepfakes/faceswap,54718,2025-11-16 19:45:53.233097
MDEwOlJlcG9zaXRvcnkzMjMwNDg3MDI=,OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,54592,2025-11-16 19:45:53.233104
MDEwOlJlcG9zaXRvcnkxMzA2ODgwMTE=,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,54536,2025-11-16 19:45:53.233113
MDEwOlJlcG9zaXRvcnkyODQyODcyOQ==,wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,54433,2025-11-16 19:45:53.233120
MDEwOlJlcG9zaXRvcnkyMjA4MDkzOTM=,Textualize/rich,https://github.com/Textualize/rich,54430,2025-11-16 19:45:53.233127
MDEwOlJlcG9zaXRvcnkxMDI5NjkyNDU=,golang-standards/project-layout,https://github.com/golang-standards/project-layout,54425,2025-11-16 19:45:53.233134
MDEwOlJlcG9zaXRvcnkzNDgwNjAyMjc=,withastro/astro,https://github.com/withastro/astro,54412,2025-11-16 19:45:53.233142
MDEwOlJlcG9zaXRvcnkyMDYxOTAzNg==,pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,54293,2025-11-16 19:45:53.233149
MDEwOlJlcG9zaXRvcnk2NzI3NDczNg==,ElemeFE/element,https://github.com/ElemeFE/element,54246,2025-11-16 19:45:53.233157
R_kgDOIksATQ,lencx/ChatGPT,https://github.com/lencx/ChatGPT,54216,2025-11-16 19:45:59.896815
MDEwOlJlcG9zaXRvcnkyNTQ4MzI3OTk=,Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,54040,2025-11-16 19:45:59.896835
R_kgDOKznBOA,unslothai/unsloth,https://github.com/unslothai/unsloth,48332,2025-11-16 19:45:59.897307
MDEwOlJlcG9zaXRvcnkyMTkzODI0Mw==,rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,53806,2025-11-16 19:45:59.896845
MDEwOlJlcG9zaXRvcnkxNzAwNjIx,necolas/normalize.css,https://github.com/necolas/normalize.css,53656,2025-11-16 19:45:59.896853
MDEwOlJlcG9zaXRvcnkxODAxOTA4NTQ=,appwrite/appwrite,https://github.com/appwrite/appwrite,53586,2025-11-16 19:45:59.896860
MDEwOlJlcG9zaXRvcnkxNzgwMzIzNg==,rclone/rclone,https://github.com/rclone/rclone,53549,2025-11-16 19:45:59.896869
MDEwOlJlcG9zaXRvcnkxODcwODg2MA==,tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,53525,2025-11-16 19:45:59.896876
MDEwOlJlcG9zaXRvcnkxMzYyNDkw,psf/requests,https://github.com/psf/requests,53482,2025-11-16 19:45:59.896884
R_kgDOK_txHA,maybe-finance/maybe,https://github.com/maybe-finance/maybe,53376,2025-11-16 19:45:59.896891
R_kgDOHm9BJA,pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,52702,2025-11-16 19:45:59.896900
MDEwOlJlcG9zaXRvcnkxMzMyNTExMDM=,wagoodman/dive,https://github.com/wagoodman/dive,52598,2025-11-16 19:45:59.896907
MDEwOlJlcG9zaXRvcnkyNDk1MzQ0OA==,google/material-design-icons,https://github.com/google/material-design-icons,52531,2025-11-16 19:45:59.896915
R_kgDOJNbS5w,facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,52497,2025-11-16 19:45:59.896922
R_kgDOMSqWwQ,cline/cline,https://github.com/cline/cline,52424,2025-11-16 19:45:59.896930
MDEwOlJlcG9zaXRvcnkxMTA0NDY4NDQ=,marktext/marktext,https://github.com/marktext/marktext,52352,2025-11-16 19:45:59.896937
R_kgDOLEzKcw,RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,52300,2025-11-16 19:45:59.896944
MDEwOlJlcG9zaXRvcnkyMjI3NTExMzE=,Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,52271,2025-11-16 19:45:59.896952
MDEwOlJlcG9zaXRvcnkxNjYzNDY4,mozilla/pdf.js,https://github.com/mozilla/pdf.js,52256,2025-11-16 19:45:59.896959
MDEwOlJlcG9zaXRvcnkxNzg5OTExNTg=,starship/starship,https://github.com/starship/starship,52247,2025-11-16 19:45:59.896967
MDEwOlJlcG9zaXRvcnkxMjI1NjM3Ng==,ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,52194,2025-11-16 19:45:59.896974
MDEwOlJlcG9zaXRvcnk3OTE2MjY4Mg==,laurent22/joplin,https://github.com/laurent22/joplin,52175,2025-11-16 19:45:59.896982
MDEwOlJlcG9zaXRvcnkxMzcwNzg0ODc=,vuejs/core,https://github.com/vuejs/core,52172,2025-11-16 19:45:59.896989
MDEwOlJlcG9zaXRvcnk3MjQ5NTU3OQ==,go-gitea/gitea,https://github.com/go-gitea/gitea,52005,2025-11-16 19:45:59.896996
MDEwOlJlcG9zaXRvcnk1Njk2OTExNg==,ngosang/trackerslist,https://github.com/ngosang/trackerslist,51907,2025-11-16 19:45:59.897004
MDEwOlJlcG9zaXRvcnkzNDMyMjY2,JetBrains/kotlin,https://github.com/JetBrains/kotlin,51810,2025-11-16 19:45:59.897011
MDEwOlJlcG9zaXRvcnkyNjkzMzYxNDg=,sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,51734,2025-11-16 19:45:59.897019
R_kgDOKInPBw,microsoft/autogen,https://github.com/microsoft/autogen,51727,2025-11-16 19:45:59.897026
MDEwOlJlcG9zaXRvcnkxNzIzNzg1MDM=,romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,51634,2025-11-16 19:45:59.897033
MDEwOlJlcG9zaXRvcnkzMTE2ODMzOTA=,WerWolv/ImHex,https://github.com/WerWolv/ImHex,51623,2025-11-16 19:45:59.897041
MDEwOlJlcG9zaXRvcnk2ODcyMDg2Nw==,firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,51347,2025-11-16 19:45:59.897048
MDEwOlJlcG9zaXRvcnkyMDMwMDE3Nw==,google/guava,https://github.com/google/guava,51271,2025-11-16 19:45:59.897055
MDEwOlJlcG9zaXRvcnk5ODUyOTE4,TryGhost/Ghost,https://github.com/TryGhost/Ghost,51187,2025-11-16 19:45:59.897063
MDEwOlJlcG9zaXRvcnk5MzA5MDkz,Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,51187,2025-11-16 19:45:59.897070
MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier/prettier,https://github.com/prettier/prettier,51172,2025-11-16 19:45:59.897078
R_kgDOJrGO5A,Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,51109,2025-11-16 19:45:59.897086
MDEwOlJlcG9zaXRvcnk2NTI1Mg==,jekyll/jekyll,https://github.com/jekyll/jekyll,51091,2025-11-16 19:45:59.897093
MDEwOlJlcG9zaXRvcnkxMjE4OTg3MTc=,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,50915,2025-11-16 19:45:59.897101
R_kgDOOENOFw,FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,50855,2025-11-16 19:45:59.897108
MDEwOlJlcG9zaXRvcnkxMTIyNTAxNA==,etcd-io/etcd,https://github.com/etcd-io/etcd,50786,2025-11-16 19:45:59.897115
MDEwOlJlcG9zaXRvcnk0OTYwOTU4MQ==,PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,50781,2025-11-16 19:45:59.897123
R_kgDOOYsS4Q,openai/codex,https://github.com/openai/codex,50632,2025-11-16 19:45:59.897130
MDEwOlJlcG9zaXRvcnk2MDkzMzE2,DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,50624,2025-11-16 19:45:59.897138
R_kgDOLhdsRA,xai-org/grok-1,https://github.com/xai-org/grok-1,50565,2025-11-16 19:45:59.897145
MDEwOlJlcG9zaXRvcnkyMTcwMDY5OQ==,vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,50429,2025-11-16 19:45:59.897153
MDEwOlJlcG9zaXRvcnk2NzE4Njk2OA==,chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,50326,2025-11-16 19:45:59.897160
MDEwOlJlcG9zaXRvcnkxNTQ1MjkxOQ==,ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,50298,2025-11-16 19:45:59.897167
MDEwOlJlcG9zaXRvcnk4NTAzMTQ0Mg==,poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,50176,2025-11-16 19:45:59.897175
MDEwOlJlcG9zaXRvcnk1MDI2NDI5Ng==,jgthms/bulma,https://github.com/jgthms/bulma,49989,2025-11-16 19:45:59.897182
MDEwOlJlcG9zaXRvcnkxNjIyNzk4MjI=,agalwood/Motrix,https://github.com/agalwood/Motrix,49788,2025-11-16 19:45:59.897189
MDEwOlJlcG9zaXRvcnk0NTcyMzM3Nw==,charlax/professional-programming,https://github.com/charlax/professional-programming,49783,2025-11-16 19:45:59.897197
MDEwOlJlcG9zaXRvcnk2ODk1NzkyMA==,justjavac/awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,49678,2025-11-16 19:45:59.897204
R_kgDOIgud1w,pathwaycom/pathway,https://github.com/pathwaycom/pathway,49655,2025-11-16 19:45:59.897211
R_kgDOIr0o8Q,karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,49626,2025-11-16 19:45:59.897219
MDEwOlJlcG9zaXRvcnkzMTYyOTc1MQ==,cypress-io/cypress,https://github.com/cypress-io/cypress,49420,2025-11-16 19:45:59.897226
MDEwOlJlcG9zaXRvcnk0NjYyOTMwNQ==,NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,49255,2025-11-16 19:45:59.897234
MDEwOlJlcG9zaXRvcnk1MjI4MTI4Mw==,mastodon/mastodon,https://github.com/mastodon/mastodon,49243,2025-11-16 19:45:59.897241
R_kgDOLZpAvQ,opendatalab/MinerU,https://github.com/opendatalab/MinerU,48932,2025-11-16 19:45:59.897249
R_kgDOPiFCnQ,github/spec-kit,https://github.com/github/spec-kit,48836,2025-11-16 19:45:59.897256
MDEwOlJlcG9zaXRvcnkxMzk4MjQ0MjM=,Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,48775,2025-11-16 19:45:59.897263
R_kgDOH-jzvQ,ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,48742,2025-11-16 19:45:59.897270
R_kgDOLEttLA,dockur/windows,https://github.com/dockur/windows,48570,2025-11-16 19:45:59.897278
